Inning,Over.Ball,Over,Ball,Bowler,Batter,Runs,Outcome,Is Four,Is Six,Is Wicket,Is Extra,Extra Type,Commentary
England 1st Inning,65.6,65,6,Mohammad Imran Randhawa,Gus Atkinson,0,no run,No,No,No,No,,"Dot ball !! fast ball,  good length,  on the off stump,  Gus Atkinson goes forward,  tucks defensive shot toward the fielder at short cover,  who halts the ball."
England 1st Inning,65.5,65,5,Mohammad Imran Randhawa,Gus Atkinson,0,no run,No,No,No,No,,"Dot ball !! fast ball,  good length,  on the off stump,  Gus Atkinson goes forward and slash defensive shot towards short mid wicket,  but the fielder reacts promptly and blocks it right away."
England 1st Inning,65.5,65,5,Mohammad Imran Randhawa,Gus Atkinson,0,1 no ball,No,No,No,Yes,no_ball,"No ball !! fast ball,  good length,  on the off stump,  Gus Atkinson goes forward,  slams defensive shot towards the short mid wicket,  It's a no ball ! Mohammad Imran Randhawa overstepped this one."
England 1st Inning,65.4,65,4,Mohammad Imran Randhawa,Gus Atkinson,0,no run,No,No,No,No,,"Dot ball !! fast ball,  good length,  on the off stump,  Gus Atkinson goes forward,  tucks defensive shot toward the fielder at short mid wicket,  who halts the ball."
England 1st Inning,65.3,65,3,Mohammad Imran Randhawa,Gus Atkinson,0,no run,No,No,No,No,,"Dot ball !! fast ball,  good length,  on the off stump,  Gus Atkinson goes forward,  tucks defensive shot toward the fielder at short cover,  who halts the ball."
England 1st Inning,65.2,65,2,Mohammad Imran Randhawa,Gus Atkinson,0,4 bye,No,No,No,Yes,bye,"Bye !! fast ball,  back of length,  on the off stump,  Gus Atkinson hangs in the crease,  tries to swat it,  but the ball sails past the batter,  eluding the keeper,  batter sneaks 4 runs off bye."
England 1st Inning,65.1,65,1,Mohammad Imran Randhawa,Gus Atkinson,0,no run,No,No,No,No,,"Dot ball !! fast ball,  good length,  on the off stump,  goes forward,  plays defensive shot."
England 1st Inning,64.6,64,6,Razaullah,Jamie Smith,4,Four,Yes,No,No,No,,"Four !! fast ball,  back of length,  on the off stump,  Jamie Smith elegantly goes back into the shot,  gracefully guides it to deep cover region,  the ball speeds away and finds the boundary rope."
England 1st Inning,64.5,64,5,Razaullah,Gus Atkinson,1,1 run,No,No,No,No,,"Pushed away off the delivery from Razaullah, and they scamper across to take a single."
England 1st Inning,64.4,64,4,Razaullah,Gus Atkinson,4,Four,Yes,No,No,No,,"Four !! fast ball,  full length,  on the stumps. Gus Atkinson goes forward,  hits drive in the gap towards long on,  and ball finds the ropes in a flash for four."
England 1st Inning,64.3,64,3,Razaullah,Gus Atkinson,0,no run,No,No,No,No,,"Dot ball !! fast ball,  good length,  on the off stump,  Gus Atkinson goes forward to the delivery,  tries to defend it with full face of the bat,  but the ball jags away at the last moment,  beating the bat."
England 1st Inning,64.2,64,2,Razaullah,Gus Atkinson,0,no run,No,No,Yes,No,,"Dot ball !! outswinger,  good length,  on the off stump,  Razaullah sends down a sharp delivery,  Gus Atkinson hangs in the crease to defend it,  but mistimes the shot,  beats the bat,  leaving the batter confused."
England 1st Inning,64.1,64,1,Razaullah,Gus Atkinson,0,no run,No,No,No,No,,"Dot ball !! fast ball,  good length,  on the stumps,  goes forward,  plays defensive shot to the mid on."
England 1st Inning,63.6,63,6,Mohammad Imran Randhawa,Jamie Smith,0,no run,No,No,No,No,,"Dot ball !! fast ball, full length,  on the off stump,  Jamie Smith goes forward and tucks defensive shot toward the fielder,  who halts the ball."
England 1st Inning,63.5,63,5,Mohammad Imran Randhawa,Jamie Smith,0,no run,No,No,No,No,,"Dot ball !! fast ball,  good length,  on the off stump,  Jamie Smith goes back,  dabs defensive shot with soft hands toward mid on,  but the fielder is quick to react,  thwarts the ball."
England 1st Inning,63.4,63,4,Mohammad Imran Randhawa,Jamie Smith,0,no run,No,No,No,No,,"Dot ball !! fast ball,  good length,  on the off stump,  Jamie Smith goes back,  dabs defensive shot with soft hands toward short cover,  but the fielder is quick to react,  thwarts the ball."
England 1st Inning,63.3,63,3,Mohammad Imran Randhawa,Jamie Smith,0,no run,No,No,No,No,,"Dot ball !! fast ball,  good length,  on the off stump,  goes forward,  plays defensive shot to the short cover."
England 1st Inning,63.3,63,3,Mohammad Imran Randhawa,Jamie Smith,0,1 no ball,No,No,No,Yes,no_ball,"No ball !! fast ball,  good length,  on the off stump,  Jamie Smith goes forward,  whacks an elegant defensive shot,  ball raced away to short cover,  earning,  It's a no ball ! Mohammad Imran Randhawa overstepped the crease."
England 1st Inning,63.2,63,2,Mohammad Imran Randhawa,Jamie Smith,0,no run,No,No,No,No,,"Dot ball !! fast ball,  good length,  on the off stump,  Jamie Smith goes forward and slash defensive shot towards short cover,  but the fielder reacts promptly and blocks it right away."
England 1st Inning,63.1,63,1,Mohammad Imran Randhawa,Jamie Smith,0,no run,No,No,No,No,,"Dot ball !! fast ball,  good length,  on the stumps,  Jamie Smith hangs in the crease,  tucks cut toward the fielder at mid on,  who halts the ball."
England 1st Inning,62.6,62,6,Razaullah,Gus Atkinson,0,no run,No,No,No,No,,"Dot ball !! fast ball,  good length,  on the off stump,  goes forward,  plays defensive shot to the mid on."
England 1st Inning,62.5,62,5,Razaullah,Gus Atkinson,0,no run,No,No,No,No,,"Dot ball !! bouncer,  back of length,  on the stumps,  Razaullah sends down a sharp delivery,  Gus Atkinson goes back to defend it,  but mistimes the shot,  beats the bat,  leaving the batter confused."
England 1st Inning,62.4,62,4,Razaullah,Gus Atkinson,0,no run,No,No,No,No,,"Dot ball !! fast ball,  good length,  on the off stump,  Gus Atkinson goes forward,  tucks defensive shot toward the fielder at short cover,  who halts the ball."
England 1st Inning,62.3,62,3,Razaullah,Gus Atkinson,4,Four,Yes,No,No,No,,"Four !! fast ball,  good length,  on the off stump. Gus Atkinson goes back,  hits cut in the gap towards third man,  and ball finds the ropes in a flash for four."
England 1st Inning,62.2,62,2,Razaullah,Gus Atkinson,0,no run,No,No,No,No,,"Dot ball !! fast ball,  good length,  on the stumps,  Gus Atkinson goes forward,  tucks defensive shot toward the fielder at short mid wicket,  who halts the ball."
England 1st Inning,62.1,62,1,Razaullah,Gus Atkinson,0,no run,No,No,No,No,,"Razaullah bowls a full length delivery on the stumps, and the batter works it away for no run."
England 1st Inning,61.6,61,6,Mohammad Imran Randhawa,Gus Atkinson,1,1 run,No,No,No,No,,"Gus Atkinson goes forward and plays defensive shot off an fast ball delivers at a good length by the bowler,  edged!! and the ball lands safely in the hands of the fielder at deep square leg for 1 run."
England 1st Inning,61.5,61,5,Mohammad Imran Randhawa,Gus Atkinson,0,no run,No,No,No,No,,"Dot ball !! fast ball,  good length,  on the off stump,  goes forward,  plays defensive shot to the short cover."
England 1st Inning,61.4,61,4,Mohammad Imran Randhawa,Gus Atkinson,0,no run,No,No,No,No,,"Dot ball !! fast ball,  full length,  on the off stump,  goes forward,  plays defensive shot to the mid off."
England 1st Inning,61.3,61,3,Mohammad Imran Randhawa,Gus Atkinson,0,no run,No,No,No,No,,"Dot ball !! fast ball,  good length,  on the off stump,  goes forward,  plays defensive shot."
England 1st Inning,61.1,61,1,Mohammad Imran Randhawa,Dan Lawrence,0,no run,No,No,No,No,,"Dot ball !! fast ball,  good length,  on the off stump,  goes back,  plays defensive shot to the short mid wicket."
England 1st Inning,60.6,60,6,Razaullah,Jamie Smith,4,Four,Yes,No,No,No,,"Four !! bouncer,  short length,  on the off stump. Jamie Smith goes back and tries pull,  edged!! in the gap towards deep fine leg,  and ball finds the ropes in a flash for four."
England 1st Inning,60.5,60,5,Razaullah,Jamie Smith,4,Four,Yes,No,No,No,,"Four !! fast ball,  good length,  on the off stump. Jamie Smith goes back,  hits flick shot in the gap towards deep mid wicket,  and ball finds the ropes in a flash for four."
England 1st Inning,60.4,60,4,Razaullah,Jamie Smith,0,no run,No,No,No,No,,"Dot ball !! bouncer,  short length,  on the off stump,  Jamie Smith goes back,  dabs cut with soft hands toward slip,  but the fielder is quick to react,  thwarts the ball."
England 1st Inning,60.3,60,3,Razaullah,Jamie Smith,2,2 runs,No,No,No,No,,"Jamie Smith goes back and plays a well-timed flick shot off an fast ball delivers at a good length by the bowler,  but the ball lands safely in the hands of the fielder at deep mid wicket for 2 runs."
England 1st Inning,60.2,60,2,Razaullah,Jamie Smith,0,no run,No,No,No,No,,"Dot ball !! fast ball,  good length,  on the off stump,  Jamie Smith goes forward,  tucks drive toward the fielder at mid off,  who halts the ball."
England 1st Inning,60.1,60,1,Razaullah,Jamie Smith,0,no run,No,No,No,No,,"Dot ball !! fast ball,  good length,  on the off stump,  Jamie Smith goes forward,  tucks defensive shot toward the fielder at short cover,  who halts the ball."
England 1st Inning,59.6,59,6,Mohammad Imran Randhawa,Jamie Smith,1,1 run,No,No,No,No,,"Jamie Smith goes back and plays a well-timed cut off an fast ball delivers at a good length by the bowler,  but the ball lands safely in the hands of the fielder at deep point for 1 run."
England 1st Inning,59.5,59,5,Mohammad Imran Randhawa,Jamie Smith,0,no run,No,No,No,No,,"Dot ball !! fast ball,  full length,  on the stumps,  Jamie Smith goes forward and slash defensive shot towards short cover,  but the fielder reacts promptly and blocks it right away."
England 1st Inning,59.4,59,4,Mohammad Imran Randhawa,Jamie Smith,0,no run,No,No,No,No,,"Dot ball !! fast ball,  good length,  on the off stump,  Jamie Smith goes forward,  tucks drive toward the fielder at short cover,  who halts the ball."
England 1st Inning,59.4,59,4,Mohammad Imran Randhawa,Jamie Smith,0,1 no ball,No,No,No,Yes,no_ball,"No ball !! fast ball,  good length,  on the off stump,  Jamie Smith goes forward,  slams defensive shot,  sending the ball towards the short cover,  umpire calls a no ball as Mohammad Imran Randhawa overstepped the crease."
England 1st Inning,59.3,59,3,Mohammad Imran Randhawa,Jamie Smith,0,no run,No,No,No,No,,"Dot ball !! fast ball,  good length,  on the off stump,  goes forward,  plays defensive shot to the short cover."
England 1st Inning,59.2,59,2,Mohammad Imran Randhawa,Jamie Smith,0,no run,No,No,No,No,,"Dot ball !! fast ball,  good length,  on the off stump,  Jamie Smith goes back to the delivery,  tries to defend it with full face of the bat,  but the ball jags away at the last moment,  beating the bat."
England 1st Inning,59.1,59,1,Mohammad Imran Randhawa,Jamie Smith,4,Four,Yes,No,No,No,,"Four !! fast ball,  full length,  on the stumps. Jamie Smith goes forward,  hits flick shot in the gap towards deep mid wicket,  and ball finds the ropes in a flash for four."
England 1st Inning,58.6,58,6,Razaullah,Jamie Smith,1,1 run,No,No,No,No,,"Jamie Smith goes back and plays a well-timed push off an fast ball delivers at a good length by the bowler,  but the ball lands safely in the hands of the fielder at deep mid wicket for 1 run."
England 1st Inning,58.5,58,5,Razaullah,Jamie Smith,2,2 runs,No,No,No,No,,"Jamie Smith goes back and plays a well-timed punch off an fast ball delivers at a good length by the bowler,  but the ball lands safely in the hands of the fielder at deep cover for 2 runs."
England 1st Inning,58.4,58,4,Razaullah,Dan Lawrence,1,1 run,No,No,No,No,,"Razaullah delivers fast ball at good length,  Dan Lawrence goes forward and tucks it. But the ball is stopped by the fielder standing at the deep cover,  limits Dan Lawrence to just 1 run."
England 1st Inning,58.3,58,3,Razaullah,Jamie Smith,1,1 run,No,No,No,No,,"An accurately pitched fast ball on the off stump,  Jamie Smith goes forward to make a confident push,  sending the ball towards mid on for 1 run."
England 1st Inning,58.2,58,2,Razaullah,Jamie Smith,2,2 runs,No,No,No,No,,"Jamie Smith goes forward and plays a well-timed drive off an fast ball delivers at a good length by the bowler,  but the ball lands safely in the hands of the fielder at long off for 2 runs."
England 1st Inning,58.1,58,1,Razaullah,Jamie Smith,2,2 runs,No,No,No,No,,"Jamie Smith goes back and plays a well-timed punch off an fast ball delivers at a good length by the bowler,  but the ball lands safely in the hands of the fielder at deep cover for 2 runs."
England 1st Inning,57.6,57,6,Mohammad Imran Randhawa,Dan Lawrence,0,no run,No,No,No,No,,"Dot ball !! fast ball,  back of length,  on the off stump,  goes forward,  plays defensive shot to the mid on."
England 1st Inning,57.5,57,5,Mohammad Imran Randhawa,Jamie Smith,1,1 run,No,No,No,No,,"An accurately pitched fast ball on the off stump,  Jamie Smith goes back to make a confident flick shot,  sending the ball towards deep square leg for 1 run."
England 1st Inning,57.4,57,4,Mohammad Imran Randhawa,Dan Lawrence,1,1 run,No,No,No,No,,"An accurately pitched fast ball on the off stump,  Dan Lawrence goes back to make a confident push,  sending the ball towards deep point for 1 run."
England 1st Inning,57.3,57,3,Mohammad Imran Randhawa,Dan Lawrence,2,2 runs,No,No,No,No,,"Dan Lawrence goes back and plays a well-timed flick shot off an fast ball delivers at a good length by the bowler,  but the ball lands safely in the hands of the fielder at deep fine leg for 2 runs."
England 1st Inning,57.2,57,2,Mohammad Imran Randhawa,Dan Lawrence,0,no run,No,No,No,No,,"Dot ball !! fast ball,  good length,  on the off stump,  goes back,  plays defensive shot to the short cover."
England 1st Inning,57.1,57,1,Mohammad Imran Randhawa,Dan Lawrence,0,no run,No,No,No,No,,"Dot ball !! fast ball,  good length,  on the off stump,  goes forward,  plays defensive shot to the mid on."
England 1st Inning,56.6,56,6,Mohammad Ali,Jamie Smith,0,no run,No,No,No,No,,"Dot ball !! fast ball,  good length,  on the stumps,  goes forward,  plays defensive shot to the short cover."
England 1st Inning,56.5,56,5,Mohammad Ali,Jamie Smith,0,no run,No,No,No,No,,"Dot ball !! fast ball,  good length,  on the off stump,  goes forward,  plays defensive shot to the point."
England 1st Inning,56.5,56,5,Mohammad Ali,Jamie Smith,0,1 wide,No,No,Yes,Yes,wide,"Wide Ball !! bouncer back of length,  on the off stump,  Mohammad Ali strays from his line,  sending it too far outside the off-stump. The Umpire calls it a wide."
England 1st Inning,56.5,56,5,Mohammad Ali,Dan Lawrence,0,2 no ball,No,No,No,Yes,no_ball,"No ball !! fast ball,  good length,  on the off stump,  Dan Lawrence goes back,  displays his finesse with a beautifully timed cut,  ball rolls towards deep point,  umpire signals a no ball,  as Mohammad Ali had overstepped."
England 1st Inning,56.4,56,4,Mohammad Ali,Dan Lawrence,0,no run,No,No,No,No,,"Dot ball !! , good length,  on the off stump,  Dan Lawrence goes forward and tucks defensive shot toward the fielder,  who halts the ball."
England 1st Inning,56.3,56,3,Mohammad Ali,Jamie Smith,1,1 run,No,No,No,No,,"Jamie Smith goes back to take fast ball of back of length aimed on the off stump,  executing a confident push that sent the ball sailing towards long on for 1 run."
England 1st Inning,56.2,56,2,Mohammad Ali,Jamie Smith,0,no run,No,No,No,No,,"Dot ball !! fast ball,  back of length,  on the off stump,  goes forward,  plays defensive shot to the point."
England 1st Inning,56.1,56,1,Mohammad Ali,Jamie Smith,0,no run,No,No,Yes,No,,"Dot ball !! outswinger,  good length,  on the off stump,  Mohammad Ali sends down a sharp delivery,  Jamie Smith goes forward to defend it,  but mistimes the shot,  beats the bat,  leaving the batter confused."
England 1st Inning,55.6,55,6,Saim Ayub,Jamie Smith,1,1 run,No,No,No,No,,"An accurately pitched on the off stump,  Jamie Smith goes back to make a confident push,  sending the ball towards deep cover for 1 run."
England 1st Inning,55.5,55,5,Saim Ayub,Dan Lawrence,1,1 run,No,No,No,No,,"An accurately pitched off break ball on the off stump,  Dan Lawrence goes back to make a confident push,  sending the ball towards long on for 1 run."
England 1st Inning,55.4,55,4,Saim Ayub,Dan Lawrence,0,no run,No,No,No,No,,"Dot ball !! ,  full length,  on the stumps,  Dan Lawrence goes forward,  dabs defensive shot with soft hands toward mid on,  but the fielder is quick to react,  thwarts the ball."
England 1st Inning,55.3,55,3,Saim Ayub,Dan Lawrence,0,no run,No,No,No,No,,"Dot ball !! arm ball,  good length,  on the off stump,  Dan Lawrence goes back,  tucks cut toward the fielder at point,  who halts the ball."
England 1st Inning,55.2,55,2,Saim Ayub,Dan Lawrence,4,Four,Yes,No,No,No,,"Four !! off break ball,  good length,  on the stumps,  Dan Lawrence elegantly goes forward into the shot,  gracefully guides it to long on region,  the ball speeds away and finds the boundary rope."
England 1st Inning,55.1,55,1,Saim Ayub,Dan Lawrence,0,no run,No,No,No,No,,"Dot ball !! off break ball,  good length,  on the off stump,  Dan Lawrence goes back,  tucks defensive shot toward the fielder at short cover,  who halts the ball."
England 1st Inning,54.6,54,6,Mohammad Ali,Jamie Smith,0,no run,No,No,No,No,,"Dot ball !! fast ball,  good length,  on the off stump,  Jamie Smith goes forward,  tucks defensive shot toward the fielder at short cover,  who halts the ball."
England 1st Inning,54.5,54,5,Mohammad Ali,Jamie Smith,0,no run,No,No,No,No,,"Dot ball !! fast ball,  good length,  on the off stump,  Mohammad Ali sends down a sharp delivery,  Jamie Smith goes forward to defend it,  but mistimes the shot,  beats the bat,  leaving the batter confused."
England 1st Inning,54.4,54,4,Mohammad Ali,Jamie Smith,4,Four,Yes,No,No,No,,"Four !! fast ball,  good length,  on the leg stump. Jamie Smith goes forward,  hits flick shot in the gap towards deep fine leg,  and ball finds the ropes in a flash for four."
England 1st Inning,54.3,54,3,Mohammad Ali,Jamie Smith,0,no run,No,No,No,No,,"Dot ball !! fast ball,  good length,  on the stumps,  Jamie Smith goes forward,  tucks defensive shot toward the fielder at mid on,  who halts the ball."
England 1st Inning,54.2,54,2,Mohammad Ali,Jamie Smith,0,no run,No,No,Yes,No,,"Dot ball !! fast ball,  good length,  on the off stump,  Mohammad Ali sends down a delivery outside the off stump,  and Jamie Smith goes forward and watches it closely,  deciding to let ball go to the keeper."
England 1st Inning,54.1,54,1,Mohammad Ali,Jamie Smith,4,Four,Yes,No,No,No,,"Four !! fast ball,  full length,  on the off stump. Jamie Smith goes forward,  hits drive in the gap towards deep cover,  and ball finds the ropes in a flash for four."
England 1st Inning,53.6,53,6,Saim Ayub,Jamie Smith,1,1 run,No,No,No,No,,"Jamie Smith goes forward and plays a well-timed push off an delivers at a full length by the bowler,  but the ball lands safely in the hands of the fielder at long off for 1 run."
England 1st Inning,53.5,53,5,Saim Ayub,Jamie Smith,0,no run,No,No,No,No,,"Dot Ball !! off break ball,  good length,  on the off stump,  and Jamie Smith hangs on and tries to hit cut,  but misses it completely as ball beats the bat,  goes to the keeper."
England 1st Inning,53.4,53,4,Saim Ayub,Jamie Smith,4,Four,Yes,No,No,No,,"Four !! arm ball,  full length,  on the stumps,  Jamie Smith elegantly goes forward into the shot,  gracefully guides it to long on region,  the ball speeds away and finds the boundary rope."
England 1st Inning,53.3,53,3,Saim Ayub,Jamie Smith,0,no run,No,No,No,No,,"Dot ball !! off break ball,  good length,  on the off stump,  Jamie Smith goes back,  tucks push toward the fielder at mid off,  who halts the ball."
England 1st Inning,53.2,53,2,Saim Ayub,Jamie Smith,6,Six,No,Yes,No,No,,"Six !! What a delivery! off break ball lands right on the stumps,  Jamie Smith goes forward,  exhibits impeccable timing as batter hammers and sends it flying to the long on region for a remarkable Maximum!"
England 1st Inning,53.1,53,1,Saim Ayub,Dan Lawrence,1,1 run,No,No,No,No,,"Dan Lawrence hangs in the crease and plays a well-timed sweep off an delivers at a full length by the bowler,  but the ball lands safely in the hands of the fielder at deep square leg for 1 run."
England 1st Inning,52.6,52,6,Mohammad Ali,Jamie Smith,0,no run,No,No,No,No,,"Dot ball !! fast ball,  good length,  on the off stump,  Mohammad Ali sends down a sharp delivery,  Jamie Smith hangs in the crease to defend it,  but mistimes the shot,  beats the bat,  leaving the batter confused."
England 1st Inning,52.5,52,5,Mohammad Ali,Jamie Smith,0,no run,No,No,No,No,,"Dot ball !! fast ball,  good length,  on the stumps,  Jamie Smith goes back,  trying to hit defensive shot,  but the ball shapes away late,  beats the bat."
England 1st Inning,52.4,52,4,Mohammad Ali,Jamie Smith,0,no run,No,No,No,No,,"Dot ball !! fast ball,  good length,  on the off stump,  Jamie Smith hangs in the crease to the delivery,  tries to defend it with full face of the bat,  but the ball jags away at the last moment,  beating the bat."
England 1st Inning,52.3,52,3,Mohammad Ali,Jamie Smith,0,no run,No,No,Yes,No,,"Mohammad Ali lands it on a good length outside off stump, and the batter lets it go through. No run."
England 1st Inning,52.2,52,2,Mohammad Ali,Jamie Smith,0,no run,No,No,Yes,No,,"Dot ball !! outswinger,  good length,  on the off stump,  Jamie Smith hangs in the crease to the delivery,  letting it go to the keeper without offering a shot."
England 1st Inning,52.1,52,1,Mohammad Ali,Jamie Smith,0,no run,No,No,Yes,No,,"Dot Ball !! outswinger,  good length,  on the off stump,  and Jamie Smith hangs on and tries to hit defensive shot,  but misses it completely as ball beats the bat,  goes to the keeper."
England 1st Inning,51.6,51,6,Saim Ayub,Jamie Smith,1,1 run,No,No,No,No,,"Jamie Smith goes forward to take off break ball of good length aimed on the stumps,  executing a confident push that sent the ball sailing towards mid on for 1 run."
England 1st Inning,51.5,51,5,Saim Ayub,Jamie Smith,0,no run,No,No,No,No,,"Dot ball !! off break ball,  full length,  on the stumps,  Jamie Smith goes forward and dabs defensive shot with soft hands,  but the fielder is quick to react and thwarts the ball."
England 1st Inning,51.4,51,4,Saim Ayub,Dan Lawrence,1,1 run,No,No,No,No,,"Dan Lawrence goes forward to take off break ball of full length aimed on the off stump,  executing a confident push that sent the ball sailing towards long off for 1 run."
England 1st Inning,51.3,51,3,Saim Ayub,Dan Lawrence,0,no run,No,No,No,No,,"Dot ball !! off break ball,  good length,  on the off stump,  Dan Lawrence goes forward and slash defensive shot towards short cover,  but the fielder reacts promptly and blocks it right away."
England 1st Inning,51.2,51,2,Saim Ayub,Jamie Smith,1,1 run,No,No,No,No,,"Jamie Smith goes back to take off break ball of good length aimed on the off stump,  executing a confident cut that sent the ball sailing towards deep mid wicket for 1 run."
England 1st Inning,51.1,51,1,Saim Ayub,Jamie Smith,0,no run,No,No,No,No,,"Dot ball !! off break ball,  good length,  on the off stump,  Jamie Smith goes forward,  trying to hit defensive shot,  but the ball shapes away late,  beats the bat."
England 1st Inning,50.6,50,6,Mohammad Ali,Dan Lawrence,0,no run,No,No,Yes,No,,"Dot ball !! outswinger,  good length,  on the off stump,  Mohammad Ali sends down a delivery outside the off stump,  and Dan Lawrence hangs in the crease and watches it closely,  deciding to let ball go to the keeper."
England 1st Inning,50.5,50,5,Mohammad Ali,Dan Lawrence,0,no run,No,No,No,No,,"Mohammad Ali lands a good length delivery on off stump, yielding no run."
England 1st Inning,50.4,50,4,Mohammad Ali,Dan Lawrence,0,no run,No,No,No,No,,"Mohammad Ali lands it on a good length around off stump, and the batter defends solidly for no run."
England 1st Inning,50.3,50,3,Mohammad Ali,Dan Lawrence,0,no run,No,No,No,No,,"Dot ball !! fast ball,  good length,  on the off stump,  Dan Lawrence hangs in the crease to make a room for himself,  but left it alone for the keeper to collect at the last moment."
England 1st Inning,50.3,50,3,Mohammad Ali,Dan Lawrence,0,1 no ball,No,No,No,Yes,no_ball,"No ball !! fast ball,  back of length,  on the off stump,  Dan Lawrence hangs in the crease,  slams defensive shot,  sending the ball towards the mid on,  umpire calls a no ball as Mohammad Ali overstepped the crease."
England 1st Inning,50.2,50,2,Mohammad Ali,Dan Lawrence,0,no run,No,No,Yes,No,,"Dot ball !! outswinger,  good length,  on the off stump,  Dan Lawrence hangs in the crease,  trying to hit defensive shot,  but the ball shapes away late,  beats the bat."
England 1st Inning,50.1,50,1,Mohammad Ali,Dan Lawrence,0,no run,No,No,Yes,No,,"Dot Ball !! outswinger,  good length,  on the off stump,  and Dan Lawrence hangs on and tries to hit drive,  but misses it completely as ball beats the bat,  goes to the keeper."
England 1st Inning,49.6,49,6,Saim Ayub,Dan Lawrence,1,1 run,No,No,No,No,,"Dan Lawrence hangs in the crease and plays a well-timed flick shot off an off break ball delivers at a good length by the bowler,  but the ball lands safely in the hands of the fielder at mid on for 1 run."
England 1st Inning,49.5,49,5,Saim Ayub,Dan Lawrence,0,no run,No,No,No,No,,"Dot ball !! off break ball,  good length,  on the off stump,  Dan Lawrence goes back,  tucks cut toward the fielder at point,  who halts the ball."
England 1st Inning,49.4,49,4,Saim Ayub,Dan Lawrence,0,no run,No,No,No,No,,"Dot ball !! arm ball,  good length,  on the off stump,  Dan Lawrence hangs in the crease and slash defensive shot towards short cover,  but the fielder reacts promptly and blocks it right away."
England 1st Inning,49.3,49,3,Saim Ayub,Dan Lawrence,0,no run,No,No,No,No,,"Dot ball !! off break ball,  good length,  on the stumps,  Dan Lawrence goes forward and dabs defensive shot,  but the fielder reacts promptly and blocks it right away."
England 1st Inning,49.2,49,2,Saim Ayub,Dan Lawrence,0,no run,No,No,No,No,,"Dot ball !! arm ball,  good length,  on the off stump,  Dan Lawrence goes forward,  dabs drive with soft hands toward short cover,  but the fielder is quick to react,  thwarts the ball."
England 1st Inning,48.6,48,6,Mohammad Ali,Dan Lawrence,0,no run,No,No,Yes,No,,Mohammad Ali hits a good length around off stump. The batter keeps it out to end the over.
England 1st Inning,48.5,48,5,Mohammad Ali,Dan Lawrence,0,no run,No,No,Yes,No,,"Dot ball !! outswinger,  good length,  on the off stump,  Mohammad Ali sends down a delivery outside the off stump,  and Dan Lawrence hangs in the crease and watches it closely,  deciding to let ball go to the keeper."
England 1st Inning,48.4,48,4,Mohammad Ali,Dan Lawrence,0,no run,No,No,Yes,No,,"Dot ball !! outswinger,  good length,  on the off stump,  Dan Lawrence goes forward,  trying to hit drive,  but the ball shapes away late,  beats the bat."
England 1st Inning,48.4,48,4,Mohammad Ali,Dan Lawrence,0,1 no ball,No,No,No,Yes,no_ball,"No ball !! fast ball,  good length,  on the off stump,  Dan Lawrence hangs in the crease,  displays his finesse with a beautifully timed defensive shot,  umpire signals it a no ball,  as Mohammad Ali had overstepped."
England 1st Inning,48.3,48,3,Mohammad Ali,Harry Brook,1,1 run,No,No,No,No,,"Harry Brook hangs in the crease and plays a well-timed defensive shot off an fast ball delivers at a good length by the bowler,  but the ball lands safely in the hands of the fielder at mid on for 1 run."
England 1st Inning,48.2,48,2,Mohammad Ali,Harry Brook,2,2 runs,No,No,No,No,,"Harry Brook hangs in the crease and plays a well-timed flick shot off an fast ball delivers at a good length by the bowler,  but the ball lands safely in the hands of the fielder at deep mid wicket for 2 runs."
England 1st Inning,48.1,48,1,Mohammad Ali,Harry Brook,4,Four,Yes,No,No,No,,Mohammad Ali starts the over and concedes a boundary. Harry Brook finds the fence to pick up four runs.
England 1st Inning,47.6,47,6,Saim Ayub,Harry Brook,1,1 run,No,No,No,No,,"Harry Brook goes forward and plays a well-timed drive off an arm ball delivers at a full length by the bowler,  but the ball lands safely in the hands of the fielder at deep cover for 1 run."
England 1st Inning,47.5,47,5,Saim Ayub,Harry Brook,0,no run,No,No,No,No,,"Dot ball !! off break ball,  full length,  on the stumps,  Harry Brook goes forward and dabs defensive shot with soft hands,  but the fielder is quick to react and thwarts the ball."
England 1st Inning,47.4,47,4,Saim Ayub,Harry Brook,2,2 runs,No,No,No,No,,"Harry Brook goes back and plays a well-timed cut off an arm ball delivers at a good length by the bowler,  but the ball lands safely in the hands of the fielder at deep cover for 2 runs."
England 1st Inning,47.3,47,3,Saim Ayub,Dan Lawrence,1,1 run,No,No,No,No,,"Saim Ayub pitches it full length on the stumps, and it is worked away for one."
England 1st Inning,47.2,47,2,Saim Ayub,Dan Lawrence,2,2 runs,No,No,No,No,,"Dan Lawrence hangs in the crease and plays a well-timed flick shot off an off break ball delivers at a good length by the bowler,  but the ball lands safely in the hands of the fielder at deep square leg for 2 runs."
England 1st Inning,47.1,47,1,Saim Ayub,Harry Brook,1,1 run,No,No,No,No,,"Harry Brook hangs in the crease and plays a well-timed flick shot off an off break ball delivers at a full length by the bowler,  but the ball lands safely in the hands of the fielder at deep square leg for 1 run."
England 1st Inning,46.6,46,6,Mohammad Abbas,Harry Brook,1,1 run,No,No,Yes,No,,"Mohammad Abbas lands it on a good length outside off stump, guided away for one to retain the strike."
England 1st Inning,46.5,46,5,Mohammad Abbas,Harry Brook,0,no run,No,No,No,No,,Mohammad Abbas pitches this full length on the stumps. The batter defends it safely.
