Inning,Over.Ball,Over,Ball,Bowler,Batter,Runs,Outcome,Is Four,Is Six,Is Wicket,Is Extra,Extra Type,Commentary
Trinbago Knight Riders Inning TKR Inning 126/8 (20 ov),2.2,2,2,Dwaine Pretorius,Alex Hales,0,no run,No,No,No,No,,"Dot ball !! inswinger,  good length,  on the off stump,  hangs in the crease,  plays push to the mid off."
Trinbago Knight Riders Inning TKR Inning 126/8 (20 ov),2.1,2,1,Dwaine Pretorius,Colin Munro,1,1 run,No,No,No,No,,"An accurately pitched inswinger on the off stump,  Colin Munro hangs in the crease to make a confident push,  sending the ball towards long on for 1 run."
Trinbago Knight Riders Inning TKR Inning 126/8 (20 ov),1.6,1,6,Shamar Joseph,Colin Munro,1,1 run,No,No,No,No,,"An accurately pitched fast ball on the stumps,  Colin Munro hangs in the crease to make a confident defensive shot,  sending the ball towards square leg for 1 run."
Trinbago Knight Riders Inning TKR Inning 126/8 (20 ov),1.5,1,5,Shamar Joseph,Colin Munro,4,Four,Yes,No,No,No,,"Four !! inswinger,  good length,  on the stumps,  Colin Munro goes forward,  plays push,  gets an edge!,  in the air to deep fine leg. Ball finds the ropes for four."
Trinbago Knight Riders Inning TKR Inning 126/8 (20 ov),1.4,1,4,Shamar Joseph,Colin Munro,4,Four,Yes,No,Yes,No,,"Four !! outswinger,  good length,  on the off stump,  Colin Munro hangs in the crease and caresses cut to deep point,  it raced away to the fence for four."
Trinbago Knight Riders Inning TKR Inning 126/8 (20 ov),1.3,1,3,Shamar Joseph,Colin Munro,0,no run,No,No,Yes,No,,"Dot ball !! outswinger,  good length,  on the off stump,  Colin Munro hangs in the crease to the delivery,  tries to defend it with full face of the bat,  but the ball jags away at the last moment,  beating the bat."
Trinbago Knight Riders Inning TKR Inning 126/8 (20 ov),1.2,1,2,Shamar Joseph,Alex Hales,1,1 run,No,No,No,No,,"Alex Hales hangs in the crease to take inswinger of good length aimed on the stumps,  executing a confident push that sent the ball sailing towards short mid wicket for 1 run."
Trinbago Knight Riders Inning TKR Inning 126/8 (20 ov),1.1,1,1,Shamar Joseph,Alex Hales,4,Four,Yes,No,No,No,,"Four !! inswinger,  good length,  on the stumps,  Alex Hales hangs in the crease,  plays flick shot in the air to deep fine leg. Ball finds the ropes for four."
Trinbago Knight Riders Inning TKR Inning 126/8 (20 ov),0.6,0,6,Dwaine Pretorius,Colin Munro,0,no run,No,No,No,No,,"Dot ball !! inswinger,  good length,  on the stumps,  Colin Munro hangs in the crease and slash defensive shot towards short cover,  but the fielder reacts promptly and blocks it right away."
Trinbago Knight Riders Inning TKR Inning 126/8 (20 ov),0.5,0,5,Dwaine Pretorius,Colin Munro,0,no run,No,No,No,No,,"Dot ball !! inswinger,  good length,  on the off stump,  goes forward,  tries to play but misses to get the bat on it."
Trinbago Knight Riders Inning TKR Inning 126/8 (20 ov),0.4,0,4,Dwaine Pretorius,Colin Munro,0,no run,No,No,No,No,,"Dot ball !! off cutter,  good length,  on the off stump,  hangs in the crease,  tries to play but misses to get the bat on it."
Trinbago Knight Riders Inning TKR Inning 126/8 (20 ov),0.3,0,3,Dwaine Pretorius,Colin Munro,6,Six,No,Yes,Yes,No,,"Six !! What a delivery! inswinger lands right on the off stump,  Colin Munro goes forward,  exhibits impeccable timing as batter hammers inside out shot sending it flying to the long off region for a remarkable Maximum!"
Trinbago Knight Riders Inning TKR Inning 126/8 (20 ov),0.3,0,3,Dwaine Pretorius,Colin Munro,0,1 wide,No,No,Yes,Yes,wide,"Wide Ball !! fast ball good length,  on the off stump,  That is well outside the off-stump,  leaving Colin Munro no chance to play a shot. The umpire stretches arms to signal it a wide ball."
Trinbago Knight Riders Inning TKR Inning 126/8 (20 ov),0.2,0,2,Dwaine Pretorius,Colin Munro,0,no run,No,No,No,No,,"Dot ball !! inswinger,  good length,  on the off stump,  Colin Munro goes forward and slash pull towards short mid wicket,  but the fielder reacts promptly and blocks it right away."
Trinbago Knight Riders Inning TKR Inning 126/8 (20 ov),0.1,0,1,Dwaine Pretorius,Colin Munro,0,no run,No,No,No,No,,"Dot ball !! inswinger,  good length,  on the off stump,  Colin Munro hangs in the crease,  tucks defensive shot toward the fielder at mid off,  who halts the ball."
Guyana Amazon Warriors Inning GAW Inning 127/4 (18.4 ov),18.4,18,4,Justin Greaves,Shai Hope,6,Six,No,Yes,Yes,No,,"Six !! With a brilliant fast ball on the stumps,  Shai Hope hangs in the crease and showcases power-hitting prowess as batter unleashes a spectacular inside out shot to long on for a colossal Maximum!"
Guyana Amazon Warriors Inning GAW Inning 127/4 (18.4 ov),18.3,18,3,Justin Greaves,Shai Hope,0,no run,No,No,No,No,,"Dot ball !! fast ball,  full length,  on the off stump,  Shai Hope hangs in the crease and slash defensive shot towards point,  but the fielder reacts promptly and blocks it right away."
Guyana Amazon Warriors Inning GAW Inning 127/4 (18.4 ov),18.2,18,2,Justin Greaves,Shai Hope,4,Four,Yes,No,Yes,No,,"Four !! outswinger,  good length,  on the off stump. Shai Hope hangs in the crease,  hits cut in the gap towards deep point,  and ball finds the ropes in a flash for four."
Guyana Amazon Warriors Inning GAW Inning 127/4 (18.4 ov),18.1,18,1,Justin Greaves,Quentin Sampson,1,1 run,No,No,No,No,,"Quentin Sampson hangs in the crease to take bouncer of good length aimed on the stumps,  executing a confident pull that sent the ball sailing towards deep square leg for 1 run."
Guyana Amazon Warriors Inning GAW Inning 127/4 (18.4 ov),17.6,17,6,Lahiru Kumara,Quentin Sampson,1,1 run,No,No,No,No,,"An accurately pitched inswinger on the stumps,  Quentin Sampson hangs in the crease to make a confident pull,  sending the ball towards long on for 1 run."
Guyana Amazon Warriors Inning GAW Inning 127/4 (18.4 ov),17.5,17,5,Lahiru Kumara,Shai Hope,1,1 run,No,No,No,No,,"An accurately pitched fast ball on the stumps,  Shai Hope hangs in the crease to make a confident flick shot,  sending the ball towards deep mid wicket for 1 run."
Guyana Amazon Warriors Inning GAW Inning 127/4 (18.4 ov),17.4,17,4,Lahiru Kumara,Shai Hope,0,no run,No,No,No,No,,"Dot ball !! fast ball, full length,  on the off stump,  Shai Hope hangs in the crease and tucks cut toward the fielder,  who halts the ball."
Guyana Amazon Warriors Inning GAW Inning 127/4 (18.4 ov),17.3,17,3,Lahiru Kumara,Quentin Sampson,1,1 run,No,No,No,No,,"Quentin Sampson hangs in the crease to take bouncer of back of length aimed on the stumps,  executing a confident pull that sent the ball sailing towards deep square leg for 1 run."
Guyana Amazon Warriors Inning GAW Inning 127/4 (18.4 ov),17.2,17,2,Lahiru Kumara,Shai Hope,1,1 run,No,No,No,No,,"An accurately pitched inswinger on the off stump,  Shai Hope hangs in the crease to make a confident drive,  sending the ball towards long off for 1 run."
Guyana Amazon Warriors Inning GAW Inning 127/4 (18.4 ov),17.1,17,1,Lahiru Kumara,Shai Hope,6,Six,No,Yes,No,No,,"Six !! What a delivery! fast ball lands right on the stumps,  Shai Hope hangs in the crease,  exhibits impeccable timing as batter hammers flick shot sending it flying to the deep mid wicket region for a remarkable Maximum!"
Guyana Amazon Warriors Inning GAW Inning 127/4 (18.4 ov),16.6,16,6,Justin Greaves,Quentin Sampson,4,Four,Yes,No,No,No,,"Four !! fast ball,  good length,  on the stumps,  Quentin Sampson hangs in the crease,  plays flick shot in the air to deep mid wicket. Ball finds the ropes for four."
Guyana Amazon Warriors Inning GAW Inning 127/4 (18.4 ov),16.5,16,5,Justin Greaves,Quentin Sampson,0,no run,No,No,Yes,No,,"Dot ball !! outswinger,  good length,  on the off stump,  Quentin Sampson hangs in the crease and dabs cut with soft hands,  but the fielder is quick to react and thwarts the ball."
Guyana Amazon Warriors Inning GAW Inning 127/4 (18.4 ov),16.4,16,4,Justin Greaves,Quentin Sampson,0,no run,No,No,No,No,,"Dot ball !! inswinger,  good length,  on the off stump,  Quentin Sampson hangs in the crease and strives to hit flick shot,  aiming to fend it off,  but ball is too tricky to hit."
Guyana Amazon Warriors Inning GAW Inning 127/4 (18.4 ov),16.3,16,3,Justin Greaves,Quentin Sampson,4,Four,Yes,Yes,No,No,,"Justin Greaves drops one in back of a length on the stumps. Quentin Sampson climbs into it and launches it over the ropes for six, bringing the target down comfortably."
Guyana Amazon Warriors Inning GAW Inning 127/4 (18.4 ov),16.3,16,3,Justin Greaves,Quentin Sampson,0,1 wide,No,No,Yes,Yes,wide,"Wide Ball !! outswinger full length,  on the off stump,  Justin Greaves strays from his line,  sending it too far outside the off-stump. The Umpire calls it a wide."
Guyana Amazon Warriors Inning GAW Inning 127/4 (18.4 ov),16.2,16,2,Justin Greaves,Quentin Sampson,0,no run,No,No,No,No,,"Dot ball !! bouncer,  back of length,  on the stumps,  Quentin Sampson hangs in the crease and strives to hit pull,  aiming to fend it off,  but ball is too tricky to hit."
Guyana Amazon Warriors Inning GAW Inning 127/4 (18.4 ov),16.1,16,1,Justin Greaves,Shai Hope,1,1 run,No,No,No,No,,"Shai Hope hangs in the crease to take inswinger of good length aimed on the stumps,  executing a confident flick shot that sent the ball sailing towards deep fine leg for 1 run."
Guyana Amazon Warriors Inning GAW Inning 127/4 (18.4 ov),15.6,15,6,Lahiru Kumara,Shai Hope,1,1 run,No,No,No,No,,"Shai Hope hangs in the crease to take fast ball of full length aimed on the stumps,  executing a confident drive that sent the ball sailing towards mid off for 1 run."
Guyana Amazon Warriors Inning GAW Inning 127/4 (18.4 ov),15.6,15,6,Lahiru Kumara,Shai Hope,0,1 wide,No,No,No,Yes,wide,"bouncer,  back of length,  on the stumps,  An attempted bouncer misses the mark and sails high over Shai Hope's head,  Umpire Calls it a wide."
Guyana Amazon Warriors Inning GAW Inning 127/4 (18.4 ov),15.5,15,5,Lahiru Kumara,Quentin Sampson,1,1 run,No,No,No,No,,"Quentin Sampson hangs in the crease and plays a well-timed flick shot off an inswinger delivers at a good length by the bowler,  but the ball lands safely in the hands of the fielder at deep square leg for 1 run."
Guyana Amazon Warriors Inning GAW Inning 127/4 (18.4 ov),15.4,15,4,Lahiru Kumara,Quentin Sampson,0,no run,No,No,No,No,,"Dot ball !! inswinger,  good length,  on the off stump,  Quentin Sampson hangs in the crease,  trying to hit flick shot,  but the ball shapes away late,  beats the bat."
Guyana Amazon Warriors Inning GAW Inning 127/4 (18.4 ov),15.3,15,3,Lahiru Kumara,Quentin Sampson,0,no run,No,No,No,No,,"Lahiru Kumara targets the stumps on a good length. The batter cannot squeeze it away, adding to the dot-ball tally in a tight chase."
Guyana Amazon Warriors Inning GAW Inning 127/4 (18.4 ov),15.2,15,2,Lahiru Kumara,Quentin Sampson,0,no run,No,No,No,No,,"Dot ball !! inswinger,  good length,  on the stumps,  Quentin Sampson hangs in the crease and strives to hit flick shot,  aiming to fend it off,  but ball is too tricky to hit."
Guyana Amazon Warriors Inning GAW Inning 127/4 (18.4 ov),14.6,14,6,Sunil Narine,Shai Hope,0,no run,No,No,No,No,,"Dot ball !! off break ball,  full length,  on the stumps,  Shai Hope hangs in the crease,  tucks push toward the fielder at short cover,  who halts the ball."
Guyana Amazon Warriors Inning GAW Inning 127/4 (18.4 ov),14.5,14,5,Sunil Narine,Mehidy Hasan Miraz,1,1 run,No,No,No,No,,"Full length delivery on the stumps from Sunil Narine, worked away for one run."
Guyana Amazon Warriors Inning GAW Inning 127/4 (18.4 ov),14.4,14,4,Sunil Narine,Mehidy Hasan Miraz,0,no run,No,No,No,No,,"Dot ball !! off break ball,  full length,  on the stumps,  Mehidy Hasan Miraz hangs in the crease,  dabs defensive shot with soft hands toward short cover,  but the fielder is quick to react,  thwarts the ball."
Guyana Amazon Warriors Inning GAW Inning 127/4 (18.4 ov),14.3,14,3,Sunil Narine,Mehidy Hasan Miraz,0,no run,No,No,No,No,,"Dot ball !! off break ball,  full length,  on the stumps,  Mehidy Hasan Miraz hangs in the crease and slash flick shot towards short cover,  but the fielder reacts promptly and blocks it right away."
Guyana Amazon Warriors Inning GAW Inning 127/4 (18.4 ov),14.2,14,2,Sunil Narine,Mehidy Hasan Miraz,0,no run,No,No,No,No,,"Dot ball !! off break ball,  full length,  on the stumps,  Mehidy Hasan Miraz hangs in the crease,  tucks defensive shot toward the fielder at short cover,  who halts the ball."
Guyana Amazon Warriors Inning GAW Inning 127/4 (18.4 ov),14.1,14,1,Sunil Narine,Mehidy Hasan Miraz,0,no run,No,No,No,No,,"Dot ball !! off break ball,  full length,  on the stumps,  hangs in the crease,  plays defensive shot to the short cover."
Guyana Amazon Warriors Inning GAW Inning 127/4 (18.4 ov),13.6,13,6,Lahiru Kumara,Mehidy Hasan Miraz,0,1 leg bye,No,No,No,Yes,leg_bye,"An accurately pitched fast ball on the stumps,  Mehidy Hasan Miraz hangs in the crease to make a confident push,  sending the ball towards short fine leg for 1 run."
Guyana Amazon Warriors Inning GAW Inning 127/4 (18.4 ov),13.5,13,5,Lahiru Kumara,Mehidy Hasan Miraz,0,no run,No,No,No,No,,"Dot ball !! off break ball,  good length,  on the stumps,  Mehidy Hasan Miraz hangs in the crease,  tucks defensive shot toward the fielder at deep square leg,  who halts the ball."
Guyana Amazon Warriors Inning GAW Inning 127/4 (18.4 ov),13.4,13,4,Lahiru Kumara,Shai Hope,1,1 run,No,No,No,No,,"An accurately pitched fast ball on the stumps,  Shai Hope hangs in the crease to make a confident push,  sending the ball towards deep mid wicket for 1 run."
Guyana Amazon Warriors Inning GAW Inning 127/4 (18.4 ov),13.3,13,3,Lahiru Kumara,Mehidy Hasan Miraz,1,1 run,No,No,No,No,,"An accurately pitched fast ball on the stumps,  Mehidy Hasan Miraz hangs in the crease to make a confident defensive shot,  sending the ball towards short cover for 1 run."
Guyana Amazon Warriors Inning GAW Inning 127/4 (18.4 ov),13.2,13,2,Lahiru Kumara,Mehidy Hasan Miraz,0,no run,No,No,No,No,,"Dot ball !! inswinger,  full length,  on the stumps,  Mehidy Hasan Miraz hangs in the crease,  tucks defensive shot toward the fielder at short mid wicket,  who halts the ball."
Guyana Amazon Warriors Inning GAW Inning 127/4 (18.4 ov),13.2,13,2,Lahiru Kumara,Mehidy Hasan Miraz,0,3 wide,No,No,No,Yes,wide,"Wide Ball !! off break ball,  full length,  That sails wide of the leg stump,  Mehidy Hasan Miraz hangs in the crease and attempts flick shot but fails to connect. It gets past the keeper,  and they snatch 3 runs,  quick running between the wickets."
Guyana Amazon Warriors Inning GAW Inning 127/4 (18.4 ov),13.1,13,1,Lahiru Kumara,Shai Hope,1,1 run,No,No,No,No,,"An accurately pitched fast ball on the stumps,  Shai Hope hangs in the crease to make a confident push,  sending the ball towards deep square leg for 1 run."
Guyana Amazon Warriors Inning GAW Inning 127/4 (18.4 ov),12.6,12,6,Sunil Narine,Mehidy Hasan Miraz,0,no run,No,No,Yes,No,,"Sunil Narine serves a full length ball outside off stump, and the batter cannot find a way through. The chase stays on track with forty-two needed from forty-two."
Guyana Amazon Warriors Inning GAW Inning 127/4 (18.4 ov),12.5,12,5,Sunil Narine,Mehidy Hasan Miraz,0,no run,No,No,No,No,,"Dot Ball !! off break ball,  good length,  on the stumps,  and Mehidy Hasan Miraz hangs on and tries to hit defensive shot,  but misses it completely as ball beats the bat,  goes to the keeper."
Guyana Amazon Warriors Inning GAW Inning 127/4 (18.4 ov),12.4,12,4,Sunil Narine,Mehidy Hasan Miraz,0,no run,No,No,No,No,,Sunil Narine delivers a dot ball to the batter. The chase remains comfortable with plenty of deliveries remaining.
Guyana Amazon Warriors Inning GAW Inning 127/4 (18.4 ov),12.3,12,3,Sunil Narine,Mehidy Hasan Miraz,0,no run,No,No,No,No,,"Sunil Narine lands it on a good length around off stump, and the batter defends safely with no run taken. In a comfortable chase, he takes no risks here."
Guyana Amazon Warriors Inning GAW Inning 127/4 (18.4 ov),12.1,12,1,Sunil Narine,Shimron Hetmyer,6,Six,No,Yes,No,No,,"Sunil Narine lands it on a good length on the stumps. Shimron Hetmyer launches it cleanly over the ropes for six, bringing up the fifty-run partnership in this comfortable chase."
Guyana Amazon Warriors Inning GAW Inning 127/4 (18.4 ov),11.6,11,6,Usman Tariq,Shai Hope,2,2 runs,No,No,No,No,,"Shai Hope hangs in the crease and plays a well-timed flick shot off an off break ball delivers at a full length by the bowler,  but the ball lands safely in the hands of the fielder at deep mid wicket for 2 runs."
Guyana Amazon Warriors Inning GAW Inning 127/4 (18.4 ov),11.5,11,5,Usman Tariq,Shimron Hetmyer,1,1 run,No,No,No,No,,"Usman Tariq serves a full-length delivery on the stumps, worked away to rotate the strike for one run."
Guyana Amazon Warriors Inning GAW Inning 127/4 (18.4 ov),11.4,11,4,Usman Tariq,Shai Hope,1,1 run,No,No,No,No,,"off break ball,  full length,  on the stumps,  hangs in the crease,  plays sweep,  towards the deep square leg for 1 run."
Guyana Amazon Warriors Inning GAW Inning 127/4 (18.4 ov),11.3,11,3,Usman Tariq,Shimron Hetmyer,1,1 run,No,No,No,No,,"Usman Tariq lands a good length delivery on the stumps, pushed away for one to keep the chase comfortable."
Guyana Amazon Warriors Inning GAW Inning 127/4 (18.4 ov),11.2,11,2,Usman Tariq,Shai Hope,1,1 run,No,No,No,No,,"An accurately pitched arm ball on the stumps,  Shai Hope hangs in the crease to make a confident sweep,  sending the ball towards deep fine leg for 1 run."
Guyana Amazon Warriors Inning GAW Inning 127/4 (18.4 ov),11.2,11,2,Usman Tariq,Shai Hope,0,5 wide,Yes,No,No,Yes,wide,"Wide Ball !! off break ball,  full length,  That sails wide of the leg stump,  Shai Hope hangs in the crease and attempts sweep but fails to connect. It gets past the keeper,  and the ball raced away to the boundary for four."
Guyana Amazon Warriors Inning GAW Inning 127/4 (18.4 ov),11.1,11,1,Usman Tariq,Shai Hope,0,no run,No,No,No,No,,"Dot ball !! off break ball,  full length,  on the stumps,  Shai Hope hangs in the crease,  tucks defensive shot toward the fielder at short cover,  who halts the ball."
Guyana Amazon Warriors Inning GAW Inning 127/4 (18.4 ov),10.6,10,6,Lahiru Kumara,Shimron Hetmyer,2,2 runs,No,No,No,No,,"An accurately pitched fast ball on the stumps,  Shimron Hetmyer hangs in the crease to make a confident flick shot,  sending the ball towards deep mid wicket for 2 runs."
Guyana Amazon Warriors Inning GAW Inning 127/4 (18.4 ov),10.5,10,5,Lahiru Kumara,Shai Hope,1,1 run,No,No,No,No,,"An accurately pitched arm ball on the off stump,  Shai Hope hangs in the crease to make a confident punch,  sending the ball towards deep mid wicket for 1 run."
Guyana Amazon Warriors Inning GAW Inning 127/4 (18.4 ov),10.4,10,4,Lahiru Kumara,Shai Hope,0,no run,No,No,No,No,,"Lahiru Kumara hits a good length on the stumps, and the batter defends it safely. The chase remains completely manageable with no run conceded there."
Guyana Amazon Warriors Inning GAW Inning 127/4 (18.4 ov),10.3,10,3,Lahiru Kumara,Shimron Hetmyer,1,1 run,No,No,No,No,,"An accurately pitched fast ball on the stumps,  Shimron Hetmyer hangs in the crease to make a confident flick shot,  sending the ball towards long on for 1 run."
Guyana Amazon Warriors Inning GAW Inning 127/4 (18.4 ov),10.2,10,2,Lahiru Kumara,Shimron Hetmyer,6,Six,No,Yes,No,No,,"Six !! What a delivery! fast ball lands right on the stumps,  Shimron Hetmyer hangs in the crease,  exhibits impeccable timing as batter hammers pull sending it flying to the deep mid wicket region for a remarkable Maximum!"
Guyana Amazon Warriors Inning GAW Inning 127/4 (18.4 ov),10.1,10,1,Lahiru Kumara,Shai Hope,1,1 run,No,No,No,No,,"Shai Hope goes back to take inswinger of full length aimed on the stumps,  executing a confident punch that sent the ball sailing towards deep cover for 1 run."
Guyana Amazon Warriors Inning GAW Inning 127/4 (18.4 ov),9.6,9,6,Usman Tariq,Shimron Hetmyer,0,no run,No,No,No,No,,"Dot ball !! fast ball,  full length,  on the stumps,  Shimron Hetmyer hangs in the crease,  tucks defensive shot toward the fielder at point,  who halts the ball."
Guyana Amazon Warriors Inning GAW Inning 127/4 (18.4 ov),9.5,9,5,Usman Tariq,Shai Hope,1,1 run,No,No,No,No,,"An accurately pitched off break ball on the stumps,  Shai Hope hangs in the crease to make a confident drive,  sending the ball towards long on for 1 run."
Guyana Amazon Warriors Inning GAW Inning 127/4 (18.4 ov),9.4,9,4,Usman Tariq,Shimron Hetmyer,1,1 run,No,No,No,No,,"An accurately pitched arm ball on the stumps,  Shimron Hetmyer hangs in the crease to make a confident push,  sending the ball towards mid off for 1 run."
Guyana Amazon Warriors Inning GAW Inning 127/4 (18.4 ov),9.3,9,3,Usman Tariq,Shimron Hetmyer,0,no run,No,No,Yes,No,,"Usman Tariq bowls a full length delivery on the stumps, and the batter keeps it out. No run taken."
Guyana Amazon Warriors Inning GAW Inning 127/4 (18.4 ov),9.2,9,2,Usman Tariq,Shai Hope,1,1 run,No,No,No,No,,"An accurately pitched arm ball on the stumps,  Shai Hope hangs in the crease to make a confident drive,  sending the ball towards mid on for 1 run."
Guyana Amazon Warriors Inning GAW Inning 127/4 (18.4 ov),9.1,9,1,Usman Tariq,Shai Hope,2,2 runs,No,No,No,No,,"An accurately pitched off break ball on the stumps,  Shai Hope hangs in the crease to make a confident flick shot,  sending the ball towards short mid wicket for 2 runs."
Guyana Amazon Warriors Inning GAW Inning 127/4 (18.4 ov),8.6,8,6,Jyd Goolie,Shai Hope,1,1 run,No,No,No,No,,"An accurately pitched off break ball on the stumps,  Shai Hope hangs in the crease to make a confident push,  sending the ball towards long on for 1 run."
Guyana Amazon Warriors Inning GAW Inning 127/4 (18.4 ov),8.5,8,5,Jyd Goolie,Shimron Hetmyer,1,1 run,No,No,No,No,,"An accurately pitched off break ball on the stumps,  Shimron Hetmyer hangs in the crease to make a confident push,  sending the ball towards short mid wicket for 1 run."
Guyana Amazon Warriors Inning GAW Inning 127/4 (18.4 ov),8.4,8,4,Jyd Goolie,Shimron Hetmyer,6,Six,No,Yes,No,No,,"Six !! With a brilliant arm ball on the off stump,  Shimron Hetmyer hangs in the crease and showcases power-hitting prowess as batter unleashes a spectacular sloge sweep to long on for a colossal Maximum!"
Guyana Amazon Warriors Inning GAW Inning 127/4 (18.4 ov),8.3,8,3,Jyd Goolie,Shimron Hetmyer,0,no run,No,No,No,No,,"Goolie bowls a full length delivery on the stumps, and the batter defends it cleanly for no run."
Guyana Amazon Warriors Inning GAW Inning 127/4 (18.4 ov),8.2,8,2,Jyd Goolie,Shai Hope,1,1 run,No,No,No,No,,"Full length on the stumps from Jyd Goolie, worked away to rotate the strike for one run."
Guyana Amazon Warriors Inning GAW Inning 127/4 (18.4 ov),8.1,8,1,Jyd Goolie,Shimron Hetmyer,1,1 run,No,No,No,No,,"An accurately pitched off break ball on the stumps,  Shimron Hetmyer hangs in the crease to make a confident pull,  sending the ball towards long on for 1 run."
Guyana Amazon Warriors Inning GAW Inning 127/4 (18.4 ov),7.6,7,6,Akeal Hosein,Shai Hope,2,2 runs,No,No,No,No,,"Shai Hope hangs in the crease and plays a well-timed drive off an off break ball delivers at a full length by the bowler,  but the ball lands safely in the hands of the fielder at deep cover for 2 runs."
Guyana Amazon Warriors Inning GAW Inning 127/4 (18.4 ov),7.5,7,5,Akeal Hosein,Shimron Hetmyer,1,1 run,No,No,No,No,,"Shimron Hetmyer hangs in the crease to take off break ball of full length aimed on the stumps,  executing a confident drive that sent the ball sailing towards mid off for 1 run."
Guyana Amazon Warriors Inning GAW Inning 127/4 (18.4 ov),7.4,7,4,Akeal Hosein,Shai Hope,1,1 run,No,No,No,No,,"An accurately pitched arm ball on the stumps,  Shai Hope goes forward to make a confident flick shot,  sending the ball towards short mid wicket for 1 run."
Guyana Amazon Warriors Inning GAW Inning 127/4 (18.4 ov),7.3,7,3,Akeal Hosein,Shai Hope,0,no run,No,No,No,No,,"Dot ball !! off break ball,  good length,  on the stumps,  Shai Hope hangs in the crease,  tucks defensive shot toward the fielder at short cover,  who halts the ball."
Guyana Amazon Warriors Inning GAW Inning 127/4 (18.4 ov),7.2,7,2,Akeal Hosein,Shimron Hetmyer,1,1 run,No,No,No,No,,"Shimron Hetmyer hangs in the crease to take off break ball of full length aimed on the stumps,  executing a confident cut that sent the ball sailing towards deep cover for 1 run."
Guyana Amazon Warriors Inning GAW Inning 127/4 (18.4 ov),7.1,7,1,Akeal Hosein,Shai Hope,1,1 run,No,No,No,No,,"An accurately pitched off break ball on the stumps,  Shai Hope goes back to make a confident punch,  sending the ball towards deep cover for 1 run."
Guyana Amazon Warriors Inning GAW Inning 127/4 (18.4 ov),6.6,6,6,Usman Tariq,Shimron Hetmyer,0,no run,No,No,No,No,,"Dot ball !! off break ball,  full length,  on the stumps,  Shimron Hetmyer hangs in the crease,  tucks push toward the fielder at short mid wicket,  who halts the ball."
Guyana Amazon Warriors Inning GAW Inning 127/4 (18.4 ov),6.5,6,5,Usman Tariq,Shimron Hetmyer,0,no run,No,No,No,No,,"Dot ball !! off break ball,  full length,  on the off stump,  Shimron Hetmyer hangs in the crease,  trying to hit defensive shot,  but the ball shapes away late,  beats the bat."
Guyana Amazon Warriors Inning GAW Inning 127/4 (18.4 ov),6.4,6,4,Usman Tariq,Shimron Hetmyer,0,no run,No,No,No,No,,"Dot ball !! off break ball,  full length,  on the stumps,  Shimron Hetmyer hangs in the crease,  tucks defensive shot toward the fielder at short mid wicket,  who halts the ball."
Guyana Amazon Warriors Inning GAW Inning 127/4 (18.4 ov),6.2,6,2,Usman Tariq,Shai Hope,1,1 run,No,No,No,No,,"An accurately pitched arm ball on the stumps,  Shai Hope hangs in the crease to make a confident defensive shot,  sending the ball towards short cover for 1 run."
Guyana Amazon Warriors Inning GAW Inning 127/4 (18.4 ov),6.1,6,1,Usman Tariq,Shai Hope,0,no run,No,No,No,No,,"Dot ball !! off break ball,  full length,  on the off stump,  Shai Hope hangs in the crease and slash cut towards point,  but the fielder reacts promptly and blocks it right away."
Guyana Amazon Warriors Inning GAW Inning 127/4 (18.4 ov),5.6,5,6,Akeal Hosein,Glenn Phillips,4,Four,Yes,No,No,No,,"Four !! off break ball,  good length,  on the stumps. Glenn Phillips hangs in the crease,  hits flick shot in the gap towards deep mid wicket,  and ball finds the ropes in a flash for four."
Guyana Amazon Warriors Inning GAW Inning 127/4 (18.4 ov),5.5,5,5,Akeal Hosein,Shai Hope,1,1 run,No,No,No,No,,"off break ball,  good length,  on the stumps,  hangs in the crease,  plays flick shot,  towards the square leg for 1 run."
Guyana Amazon Warriors Inning GAW Inning 127/4 (18.4 ov),5.4,5,4,Akeal Hosein,Glenn Phillips,1,1 run,No,No,No,No,,"An accurately pitched off break ball on the stumps,  Glenn Phillips hangs in the crease to make a confident punch,  sending the ball towards long off for 1 run."
Guyana Amazon Warriors Inning GAW Inning 127/4 (18.4 ov),5.3,5,3,Akeal Hosein,Shai Hope,1,1 run,No,No,No,No,,"arm ball,  full length,  on the stumps,  hangs in the crease,  plays drive,  towards the long off for 1 run."
Guyana Amazon Warriors Inning GAW Inning 127/4 (18.4 ov),5.2,5,2,Akeal Hosein,Glenn Phillips,3,3 runs,No,No,No,No,,"Glenn Phillips hangs in the crease and plays a well-timed flick shot off an off break ball delivers at a full length by the bowler,  but the ball lands safely in the hands of the fielder at deep mid wicket for 3 runs."
Guyana Amazon Warriors Inning GAW Inning 127/4 (18.4 ov),5.1,5,1,Akeal Hosein,Glenn Phillips,0,no run,No,No,No,No,,"Dot ball !! off break ball,  full length,  on the off stump,  Glenn Phillips hangs in the crease and slash cut towards point,  but the fielder reacts promptly and blocks it right away."
Guyana Amazon Warriors Inning GAW Inning 127/4 (18.4 ov),4.6,4,6,Usman Tariq,Glenn Phillips,1,1 run,No,No,No,No,,"An accurately pitched off break ball on the stumps,  Glenn Phillips hangs in the crease to make a confident drive,  sending the ball towards long on for 1 run."
